filename,title,bpm,valence,arousal,mood_happy,mood_sad,mood_aggressive,mood_relaxed,mood_party,danceability,emotion
Ed Sheeran - Azizam (Pink Heart Video).mp3,Ed Sheeran - Azizam (Pink Heart Video),88.34134674072266,6.0711,6.0519,0.5535,0.0866,0.1302,0.1402,0.8444,0.9785,party
Ed Sheeran - Bad Habits [Official Video].mp3,Ed Sheeran - Bad Habits [Official Video],86.85662078857422,5.7859,6.6171,0.7016,0.2059,0.1596,0.2111,0.4283,0.9018,romantic_passionate
Ed Sheeran - Perfect (Official Music Video).mp3,Ed Sheeran - Perfect (Official Music Video),87.59268951416016,4.7098,5.314,0.4667,0.8411,0.0186,0.6414,0.152,0.6949,sad
Ed Sheeran - Sapphire (Official Music Video).mp3,Ed Sheeran - Sapphire (Official Music Video),130.83465576171875,5.9536,5.4895,0.6098,0.2832,0.1562,0.2593,0.6106,0.9472,triumphant
Ed Sheeran - Shape of You (Official Music Video).mp3,Ed Sheeran - Shape of You (Official Music Video),132.51202392578125,5.566,5.8975,0.7375,0.2705,0.0383,0.3161,0.6109,0.9135,romantic_passionate
Ed Sheeran - Thinking Out Loud (Official Music Video).mp3,Ed Sheeran - Thinking Out Loud (Official Music Video),108.7993392944336,4.5166,4.8918,0.6327,0.9623,0.0118,0.8127,0.0199,0.7842,sad
Edward Maya feat. Vika Jigulina - Stereo Love (Official Video).mp3,Edward Maya feat. Vika Jigulina - Stereo Love (Official Video),87.59268951416016,6.1827,5.9707,0.5338,0.0101,0.6516,0.1478,0.7664,1.0,triumphant
Elena - Body Song (Official Video).mp3,Elena - Body Song (Official Video),137.8125,6.0395,5.603,0.6082,0.1025,0.2602,0.2021,0.6983,0.974,triumphant
Ella Langley - Choosin' Texas (Official Lyric Video).mp3,Ella Langley - Choosin' Texas (Official Lyric Video),77.13386535644531,5.7218,6.1925,0.8686,0.3277,0.0357,0.1553,0.2087,0.957,romantic_passionate
Ellie Goulding - Burn (Official Video).mp3,Ellie Goulding - Burn (Official Video),120.18531799316406,6.3762,5.2261,0.6428,0.2223,0.2386,0.3254,0.641,0.9557,hopeful
Ellie Goulding - Love Me Like You Do (Official Video).mp3,Ellie Goulding - Love Me Like You Do (Official Video),130.83465576171875,5.4799,4.8836,0.5515,0.4687,0.1434,0.4409,0.3325,0.8308,romantic_passionate
Eloise - It All Goes (Visualizer).mp3,Eloise - It All Goes (Visualizer),135.11029052734375,4.9449,5.1059,0.1428,0.6715,0.0007,0.9134,0.1027,0.8261,sad
Eminem - Cleanin' Out My Closet (Official Music Video).mp3,Eminem - Cleanin' Out My Closet (Official Music Video),101.83189392089844,4.4621,5.2738,0.5067,0.1014,0.2566,0.2588,0.6769,0.9836,triumphant
Eminem - Love The Way You Lie ft. Rihanna.mp3,Eminem - Love The Way You Lie ft. Rihanna,120.18531799316406,5.7813,5.8955,0.7893,0.2374,0.2729,0.148,0.7523,0.8985,romantic_passionate
Eminem - Mockingbird [Official Music Video].mp3,Eminem - Mockingbird [Official Music Video],116.79025268554688,3.7698,4.7601,0.5431,0.2555,0.1793,0.2554,0.883,0.9991,triumphant
Eminem - Not Afraid.mp3,Eminem - Not Afraid,118.80387878417967,5.0235,5.5719,0.2733,0.2108,0.2583,0.3829,0.8091,0.89,triumphant
Eminem - Sing For The Moment (Official Music Video).mp3,Eminem - Sing For The Moment (Official Music Video),112.96106719970705,5.7619,4.5883,0.5754,0.0825,0.5601,0.0758,0.8352,0.9557,triumphant
Eminem - Stan (Short Version) ft. Dido.mp3,Eminem - Stan (Short Version) ft. Dido,110.54478454589844,5.3056,5.0455,0.5973,0.0182,0.482,0.1131,0.7736,0.967,triumphant
End Of A Love Affair.mp3,End Of A Love Affair,80.12354278564453,4.3377,3.9972,0.0488,0.7681,0.0025,0.9957,0.0014,0.0368,melancholic
"Enrique Iglesias, Miranda Lambert - Space In My Heart (Official Lyric Video).mp3","Enrique Iglesias, Miranda Lambert - Space In My Heart (Official Lyric Video)",73.30451965332031,5.4173,5.3597,0.5701,0.602,0.0546,0.4978,0.1634,0.6982,sad
"Enrique Iglesias, Yotuel - Fría (Official Video).mp3","Enrique Iglesias, Yotuel - Fría (Official Video)",147.65625,5.9465,6.1528,0.6201,0.128,0.0888,0.2106,0.7717,0.8448,party
Evanescence - Bring Me To Life (Official HD Music Video) ft. Paul McCoy.mp3,Evanescence - Bring Me To Life (Official HD Music Video) ft. Paul McCoy,130.83465576171875,5.3399,5.2613,0.4181,0.1861,0.7275,0.2977,0.4357,0.6073,anxious
Evanescence - My Immortal (Official HD Music Video).mp3,Evanescence - My Immortal (Official HD Music Video),101.3327178955078,4.3627,4.3002,0.1474,0.8524,0.1562,0.8012,0.0696,0.1945,sad
Explosions in the Sky - Your Hand in Mine.mp3,Explosions in the Sky - Your Hand in Mine,108.7993392944336,4.3205,4.3665,0.0632,0.7002,0.0319,0.8817,0.004,0.2674,sad
Eyes On The Prize.mp3,Eyes On The Prize,120.8881607055664,4.7688,5.2309,0.054,0.5928,0.0419,0.9886,0.0433,0.9271,sad
Fainting of Rejection (feat. Sixcube).mp3,Fainting of Rejection (feat. Sixcube),117.4538345336914,4.3519,4.4841,0.0571,0.5748,0.0093,0.9715,0.1,0.7839,sad
"Fantastic, That's You.mp3","Fantastic, That's You",93.96306610107422,4.6232,4.1088,0.002,0.9728,0.0,0.9999,0.0003,0.0058,sad
Father John Misty - Bored In The USA (Live on KEXP).mp3,Father John Misty - Bored In The USA (Live on KEXP),67.55514526367188,4.0676,3.7739,0.0797,0.9631,0.0187,0.8981,0.0222,0.0429,melancholic
Father John Misty - Chateau Lobby #4 (in C for Two Virgins) [OFFICIAL VIDEO].mp3,Father John Misty - Chateau Lobby #4 (in C for Two Virgins) [OFFICIAL VIDEO],129.19921875,5.2819,4.8991,0.9188,0.6039,0.0096,0.4435,0.0655,0.3262,romantic_passionate
Father John Misty - Funtimes In Babylon [OFFICIAL VIDEO].mp3,Father John Misty - Funtimes In Babylon [OFFICIAL VIDEO],144.55856323242188,4.2726,4.0507,0.3395,0.878,0.0279,0.8881,0.008,0.0705,sad
Father John Misty - Hollywood Forever Cemetery Sings [OFFICIAL VIDEO].mp3,Father John Misty - Hollywood Forever Cemetery Sings [OFFICIAL VIDEO],130.0117950439453,5.4748,4.399,0.6063,0.2377,0.2389,0.2525,0.2007,0.6384,romantic_passionate
Father John Misty - I Love You Honeybear [OFFICIAL VIDEO].mp3,Father John Misty - I Love You Honeybear [OFFICIAL VIDEO],96.59754943847656,5.1683,4.4492,0.6614,0.5294,0.0176,0.5488,0.0138,0.1481,romantic_passionate
Father John Misty - I'm Writing a Novel [OFFICIAL VIDEO].mp3,Father John Misty - I'm Writing a Novel [OFFICIAL VIDEO],113.58173370361328,5.6075,5.4293,0.8662,0.3092,0.0913,0.327,0.1082,0.5295,romantic_passionate
Father John Misty - Mr. Tillman (OFFICIAL VIDEO).mp3,Father John Misty - Mr. Tillman (OFFICIAL VIDEO),123.78368377685548,4.4362,4.2721,0.4976,0.5074,0.0887,0.6662,0.0655,0.3512,sad
Father John Misty - Nancy From Now On [OFFICIAL VIDEO].mp3,Father John Misty - Nancy From Now On [OFFICIAL VIDEO],147.65625,4.4884,4.3545,0.6105,0.6477,0.0157,0.9002,0.0038,0.4093,sad
Father John Misty - Please Don't Die (OFFICIAL VIDEO).mp3,Father John Misty - Please Don't Die (OFFICIAL VIDEO),85.42097473144531,5.0211,4.4468,0.5658,0.6973,0.0448,0.5862,0.0117,0.2815,sad
Father John Misty - Pure Comedy (OFFICIAL VIDEO).mp3,Father John Misty - Pure Comedy (OFFICIAL VIDEO),90.6661148071289,4.2284,3.8893,0.273,0.8275,0.0272,0.8284,0.0034,0.2076,melancholic
Father John Misty - Things It Would Have Been Helpful To Know Before The Revolution [OFFICIAL VIDEO].mp3,Father John Misty - Things It Would Have Been Helpful To Know Before The Revolution [OFFICIAL VIDEO],97.50884246826172,4.3824,4.2186,0.3902,0.8027,0.0605,0.8127,0.0341,0.4104,sad
Father John Misty - ＂Date Night＂ [Official Music Video].mp3,Father John Misty - ＂Date Night＂ [Official Music Video],138.73741149902344,6.0107,5.09,0.7949,0.2794,0.094,0.2109,0.1246,0.5454,hopeful
Father John Misty - ＂God's Favorite Customer＂ [Official Music Video].mp3,Father John Misty - ＂God's Favorite Customer＂ [Official Music Video],98.4375,3.9791,4.1716,0.2333,0.8739,0.0165,0.9272,0.001,0.1189,sad
Faydee Ft Lazy J - Laugh Till You Cry (Official Video).mp3,Faydee Ft Lazy J - Laugh Till You Cry (Official Video),137.8125,5.8355,5.9842,0.5601,0.2135,0.1422,0.2446,0.7037,0.9813,triumphant
Feist - Century.mp3,Feist - Century,91.46847534179688,4.8837,4.6418,0.4126,0.2783,0.4729,0.3584,0.1714,0.5627,anxious
Feist - How Come You Never Go There.mp3,Feist - How Come You Never Go There,85.42097473144531,4.5129,4.105,0.2867,0.7288,0.0717,0.8254,0.0497,0.4314,sad
Feist - Pleasure.mp3,Feist - Pleasure,112.96106719970705,4.9766,4.1573,0.4403,0.4561,0.303,0.4486,0.2194,0.5073,sad
Feist - The Bad In Each Other.mp3,Feist - The Bad In Each Other,121.5992660522461,4.6355,4.477,0.3645,0.4731,0.1081,0.602,0.0574,0.5549,focused
Felix Jaehn - Ain't Nobody (Loves Me Better) (Official Video) ft. Jasmine Thompson.mp3,Felix Jaehn - Ain't Nobody (Loves Me Better) (Official Video) ft. Jasmine Thompson,81.38533782958984,5.2872,5.6347,0.4866,0.319,0.0194,0.6567,0.1622,0.9512,focused
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign.mp3,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,144.55856323242188,5.64,5.3843,0.2846,0.1076,0.1139,0.2416,0.8153,0.9923,triumphant
Fifth Harmony - Worth It (Official Video) ft. Kid Ink.mp3,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,137.8125,6.5471,5.9202,0.7158,0.0363,0.3281,0.0109,0.9826,0.998,triumphant
Fiona Apple - Every Single Night (Official Video).mp3,Fiona Apple - Every Single Night (Official Video),86.85662078857422,4.4607,4.2444,0.1447,0.9671,0.0123,0.9097,0.0188,0.3548,sad
Fiona Apple： “Hot Knife” (Official Music Video).mp3,Fiona Apple： “Hot Knife” (Official Music Video),135.11029052734375,5.4241,5.633,0.4433,0.8702,0.0105,0.755,0.4364,0.7786,sad
First Aid Kit - My Silver Lining (Official Video).mp3,First Aid Kit - My Silver Lining (Official Video),140.625,5.6435,5.3989,0.8042,0.4695,0.0333,0.5418,0.0195,0.9176,romantic_passionate
First Aid Kit - Stay Gold (Official Video).mp3,First Aid Kit - Stay Gold (Official Video),132.51202392578125,5.504,5.101,0.7033,0.4437,0.0772,0.4339,0.1091,0.6683,romantic_passionate
Fleet Foxes - Grown Ocean [OFFICIAL VIDEO].mp3,Fleet Foxes - Grown Ocean [OFFICIAL VIDEO],84.03201293945312,4.4975,4.5177,0.3196,0.5023,0.0776,0.5943,0.0044,0.1343,sad
Fleet Foxes - The Shrine ⧸ An Argument [OFFICIAL VIDEO].mp3,Fleet Foxes - The Shrine ⧸ An Argument [OFFICIAL VIDEO],95.703125,4.3062,4.0032,0.2546,0.7402,0.0329,0.8085,0.0301,0.1545,sad
Flo Rida - Good Feeling [Official Video].mp3,Flo Rida - Good Feeling [Official Video],88.34134674072266,6.1276,5.6795,0.4798,0.0892,0.6494,0.0696,0.7856,0.9077,triumphant
Flo Rida - Wild Ones ft. Sia [Official Video].mp3,Flo Rida - Wild Ones ft. Sia [Official Video],87.59268951416016,6.4523,5.9236,0.8251,0.1734,0.5965,0.1139,0.7751,0.9625,hopeful
Flugzeuge Im Bauch.mp3,Flugzeuge Im Bauch,117.4538345336914,4.0858,3.958,0.0223,0.8742,0.0123,0.9956,0.0001,0.0679,melancholic
Fly.mp3,Fly,95.26210021972656,4.1066,4.5651,0.0009,0.9291,0.0,1.0,0.0,0.9793,sad
For A Thousand Years.mp3,For A Thousand Years,133.36692810058594,4.9236,4.3172,0.0129,0.8721,0.0086,0.9998,0.0005,0.0511,sad
French Montana - Unforgettable ft. Swae Lee.mp3,French Montana - Unforgettable ft. Swae Lee,135.11029052734375,4.9882,4.6569,0.1635,0.1226,0.1613,0.4852,0.5386,0.9545,triumphant
Frozen Mist (from Wise Eyes of the Elders).mp3,Frozen Mist (from Wise Eyes of the Elders),144.55856323242188,4.145,4.0369,0.0095,0.82,0.0052,0.9993,0.0003,0.1619,sad
Frozen Over.mp3,Frozen Over,100.34890747070312,4.2459,4.3578,0.0357,0.6836,0.0014,0.9997,0.0022,0.7753,sad
Future Memories.mp3,Future Memories,70.7940902709961,4.4301,4.295,0.0078,0.918,0.0096,0.9989,0.0008,0.0616,sad
GIVĒON - Heartbreak Anniversary (Official Music Video).mp3,GIVĒON - Heartbreak Anniversary (Official Music Video),89.48863983154297,4.6877,4.2178,0.2289,0.6949,0.131,0.9647,0.1001,0.7822,sad
Galantis - No Money (Official Video).mp3,Galantis - No Money (Official Video),86.85662078857422,6.1928,5.5201,0.4092,0.081,0.6278,0.1504,0.849,0.9025,triumphant
Galantis - Runaway (U & I) (Official Video).mp3,Galantis - Runaway (U & I) (Official Video),87.59268951416016,5.4685,5.2164,0.2706,0.1861,0.423,0.499,0.5945,0.7914,triumphant
Geo Da Silva & Katty S. feat. Niko - MAKOSA (Official Video).mp3,Geo Da Silva & Katty S. feat. Niko - MAKOSA (Official Video),144.55856323242188,7.2691,5.3862,0.845,0.0381,0.8727,0.0642,0.9339,0.9621,triumphant
Geo Da Silva & Samuel Kimkò - Baila Baila Baila (Official Video).mp3,Geo Da Silva & Samuel Kimkò - Baila Baila Baila (Official Video),86.85662078857422,6.6565,6.5667,0.6935,0.0428,0.7699,0.052,0.9371,0.9618,party
Gil Scott-Heron - 'I'm New Here' (official video).mp3,Gil Scott-Heron - 'I'm New Here' (official video),85.42097473144531,3.719,4.1375,0.0212,0.9337,0.0049,0.9309,0.0001,0.006,lonely
Glass Animals - Heat Waves (Official Video).mp3,Glass Animals - Heat Waves (Official Video),111.1391143798828,5.2291,5.0609,0.44,0.2645,0.0616,0.3627,0.5265,0.8325,triumphant
GoGo Penguin - Petit_a (Live from Studio 2).mp3,GoGo Penguin - Petit_a (Live from Studio 2),118.125,4.6962,4.5682,0.1161,0.4072,0.0277,0.8651,0.0051,0.1963,focused
God Bless the Child.mp3,God Bless the Child,84.7208023071289,4.7469,4.3559,0.0029,0.9716,0.0042,0.9998,0.0006,0.0228,sad
Gone With The Wind (Album Version).mp3,Gone With The Wind (Album Version),88.34134674072266,4.3707,4.1546,0.0051,0.9681,0.0014,0.9992,0.0094,0.0031,sad
Gotye - Bronte (Official Music Video).mp3,Gotye - Bronte (Official Music Video),80.12354278564453,4.0806,3.8297,0.2078,0.6734,0.004,0.9535,0.0029,0.0964,melancholic
Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video].mp3,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],89.10291290283203,5.1409,4.9321,0.5068,0.4801,0.0064,0.7343,0.0891,0.2576,focused
Green Day - Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade].mp3,Green Day - Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade],114.84375,5.2698,5.5513,0.4239,0.4329,0.773,0.1596,0.2232,0.495,anxious
Gruff Rhys - Frontier Man (Official Video).mp3,Gruff Rhys - Frontier Man (Official Video),83.35433197021484,4.8409,4.4759,0.5473,0.8626,0.0094,0.8789,0.056,0.1246,sad
Gumpen.mp3,Gumpen,111.7398681640625,4.763,4.5938,0.0306,0.094,0.0041,0.9335,0.2428,0.944,focused
Gunna - wgft (feat. Burna Boy) [Official Visualizer].mp3,Gunna - wgft (feat. Burna Boy) [Official Visualizer],122.31878662109376,4.4851,5.0265,0.0499,0.5638,0.0131,0.8022,0.2882,0.8667,sad
Guns N' Roses - November Rain.mp3,Guns N' Roses - November Rain,108.7993392944336,4.732,4.8983,0.1017,0.6647,0.2676,0.6375,0.1028,0.193,sad
Gym Class Heroes： Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO].mp3,Gym Class Heroes： Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],123.78368377685548,5.8557,5.5017,0.8356,0.1078,0.4276,0.0713,0.8659,0.9533,triumphant
HAVANA feat. Yaar & Kaiia - Big love (Official Video).mp3,HAVANA feat. Yaar & Kaiia - Big love (Official Video),140.625,5.894,6.0323,0.5087,0.1639,0.0242,0.245,0.6813,0.9625,party
HAVANA feat. Yaar - I lost you (Official Video).mp3,HAVANA feat. Yaar - I lost you (Official Video),132.51202392578125,6.0105,6.0302,0.5857,0.2161,0.0228,0.2524,0.6868,0.9635,party
HAVEN. - I RUN (Lyrics).mp3,HAVEN. - I RUN (Lyrics),94.82511138916016,6.2802,5.6898,0.2989,0.2269,0.3008,0.2022,0.8631,0.9699,triumphant
Halsey - Without Me.mp3,Halsey - Without Me,93.96306610107422,4.8442,4.7706,0.2934,0.5194,0.0388,0.5845,0.2583,0.8699,sad
Hand Covers Bruise (HD) - From the Soundtrack to ＂The Social Network＂.mp3,Hand Covers Bruise (HD) - From the Soundtrack to ＂The Social Network＂,97.50884246826172,3.4285,2.8714,0.006,0.1976,0.0137,0.9996,0.0028,0.2374,melancholic
Hang High.mp3,Hang High,126.82131958007812,5.4188,5.2235,0.8109,0.106,0.0316,0.3249,0.1815,0.7196,romantic_passionate
Harry Styles - Aperture (Official Video).mp3,Harry Styles - Aperture (Official Video),88.34134674072266,5.887,5.0806,0.0259,0.1013,0.5365,0.3531,0.5682,0.8822,triumphant
Harry Styles - Sign of the Times (Official Video).mp3,Harry Styles - Sign of the Times (Official Video),82.6875,5.2119,4.7535,0.6313,0.5229,0.4728,0.312,0.1951,0.7426,romantic_passionate
Havana & Ioana Ignat - Vivere (Official Video).mp3,Havana & Ioana Ignat - Vivere (Official Video),135.11029052734375,5.6348,5.5271,0.3974,0.3567,0.0411,0.4003,0.554,0.8416,triumphant
Havana - Vita Bella (Official Video).mp3,Havana - Vita Bella (Official Video),132.51202392578125,5.8679,5.9252,0.6892,0.1891,0.0853,0.2474,0.6769,0.9501,romantic_passionate
Havana feat. Yaar & Kaiia - Perfect Kiss (Official Video).mp3,Havana feat. Yaar & Kaiia - Perfect Kiss (Official Video),132.51202392578125,5.8378,6.1553,0.3699,0.186,0.0068,0.3786,0.5837,0.9714,party
Havana x Ioana Ignat - Crazy Love (Official Video).mp3,Havana x Ioana Ignat - Crazy Love (Official Video),107.666015625,6.1185,5.7773,0.5695,0.1208,0.0327,0.205,0.7681,0.9126,triumphant
Haxan.mp3,Haxan,117.4538345336914,4.2285,3.9412,0.0189,0.9641,0.0098,0.9992,0.0004,0.0519,melancholic
He Giveth More Grace (feat. Rasmus H Thomsen).mp3,He Giveth More Grace (feat. Rasmus H Thomsen),99.38401794433594,3.9753,3.9928,0.0048,0.9625,0.0004,0.999,0.0001,0.0747,melancholic
His Great Adventure.mp3,His Great Adventure,98.4375,5.1815,5.2495,0.056,0.4732,0.0129,0.8804,0.0424,0.1793,focused
Homecoming.mp3,Homecoming,79.50720977783203,4.3546,3.9277,0.0017,0.9137,0.0113,0.9997,0.0003,0.0445,melancholic
Hope.mp3,Hope,100.34890747070312,4.54,4.7443,0.2474,0.5159,0.014,0.719,0.1852,0.78,sad
Hovvdy - Cranberry (Official Video).mp3,Hovvdy - Cranberry (Official Video),111.1391143798828,4.0668,3.9545,0.0226,0.9856,0.0002,0.9926,0.0,0.013,melancholic
Hozier - Take Me To Church.mp3,Hozier - Take Me To Church,89.10291290283203,4.8346,4.1641,0.4043,0.9201,0.0404,0.803,0.0349,0.3178,sad
Hozier - Too Sweet (Official Lyric Video).mp3,Hozier - Too Sweet (Official Lyric Video),80.74951171875,5.9792,6.1232,0.8672,0.2259,0.1313,0.0615,0.6906,0.991,romantic_passionate
Hunter Hayes - Too Late (Official Music Video).mp3,Hunter Hayes - Too Late (Official Music Video),123.78368377685548,5.7712,5.771,0.7681,0.7439,0.0191,0.5037,0.3704,0.9751,romantic_passionate
I Got It Bad (And That Ain't Good) (Album Version).mp3,I Got It Bad (And That Ain't Good) (Album Version),81.38533782958984,3.7012,3.9815,0.0428,0.8253,0.0002,0.9987,0.0,0.2393,melancholic
I See Your Face Before Me.mp3,I See Your Face Before Me,85.42097473144531,4.5838,4.1703,0.0075,0.9523,0.0011,0.994,0.002,0.0068,sad
I'll Never Love Again (from A Star Is Born) (Official Music Video).mp3,I'll Never Love Again (from A Star Is Born) (Official Music Video),75.99954223632812,4.5581,4.6395,0.1609,0.9668,0.0073,0.8787,0.1338,0.3716,sad
I'm Cold - King Dude.mp3,I'm Cold - King Dude,94.82511138916016,6.3038,2.9842,0.3139,0.0458,0.8626,0.113,0.298,0.6634,anxious
I'm in the Mood for Love.mp3,I'm in the Mood for Love,86.1328125,4.7863,4.8456,0.2606,0.4948,0.0087,0.9593,0.0126,0.3893,focused
I've Got A Crush On You.mp3,I've Got A Crush On You,128.39674377441406,3.7857,3.9535,0.009,0.9264,0.023,0.9991,0.0001,0.1509,melancholic
Iggy Azalea - Black Widow ft. Rita Ora.mp3,Iggy Azalea - Black Widow ft. Rita Ora,112.96106719970705,5.3075,5.1766,0.553,0.1323,0.2354,0.384,0.7641,0.8766,triumphant
Imagine Dragons - Bad Liar.mp3,Imagine Dragons - Bad Liar,122.31878662109376,5.1116,4.8489,0.2888,0.396,0.1746,0.5621,0.4407,0.9077,focused
Imagine Dragons - Believer (Official Music Video).mp3,Imagine Dragons - Believer (Official Music Video),86.1328125,5.8731,5.2172,0.2871,0.2697,0.2839,0.2163,0.8253,0.9354,triumphant
Imagine Dragons - Demons (Official Music Video).mp3,Imagine Dragons - Demons (Official Music Video),123.78368377685548,4.5791,4.3276,0.4041,0.4987,0.3055,0.4852,0.1778,0.5303,sad
Imagine Dragons - Radioactive.mp3,Imagine Dragons - Radioactive,93.96306610107422,4.441,4.4812,0.3082,0.4116,0.4094,0.6445,0.1842,0.5245,focused
Imagine Dragons - Thunder.mp3,Imagine Dragons - Thunder,115.48533630371094,5.4955,4.3501,0.3928,0.1441,0.4404,0.2308,0.6284,0.9426,triumphant
Immanuel Wilkins - The Dreamer.mp3,Immanuel Wilkins - The Dreamer,67.1164779663086,3.8245,3.6242,0.0039,0.9502,0.0138,0.9993,0.0001,0.0395,melancholic
In The End [Official HD Music Video] - Linkin Park.mp3,In The End [Official HD Music Video] - Linkin Park,144.55856323242188,5.7943,4.8986,0.3124,0.2669,0.7138,0.1902,0.468,0.7369,anxious
Iron & Wine - Boy with a Coin [OFFICIAL VIDEO].mp3,Iron & Wine - Boy with a Coin [OFFICIAL VIDEO],86.85662078857422,4.7485,4.5123,0.5423,0.4296,0.0229,0.9118,0.0301,0.384,focused
It Could Happen to You.mp3,It Could Happen to You,75.99954223632812,4.4989,4.0379,0.2282,0.6828,0.001,0.9981,0.0002,0.4883,sad
ItaloBrothers - Summer Air (Official Video).mp3,ItaloBrothers - Summer Air (Official Video),140.625,5.7802,5.6672,0.6681,0.1144,0.3769,0.1824,0.7326,0.9458,triumphant
JENNIE - Mantra (Lyrics).mp3,JENNIE - Mantra (Lyrics),80.74951171875,6.5414,5.2653,0.574,0.012,0.7296,0.0119,0.9686,1.0,triumphant
JENNIE - like JENNIE (Official Video).mp3,JENNIE - like JENNIE (Official Video),90.6661148071289,5.9129,5.0501,0.4847,0.0239,0.6404,0.2868,0.7045,0.8532,triumphant
Jack White - Love Interruption (Official Video).mp3,Jack White - Love Interruption (Official Video),130.0117950439453,4.8242,5.0774,0.4712,0.8294,0.0024,0.5328,0.0687,0.1931,sad
James Arthur - Impossible (Official Video).mp3,James Arthur - Impossible (Official Video),116.79025268554688,5.3866,5.5528,0.5201,0.525,0.0914,0.3674,0.4683,0.7997,sad
Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video].mp3,Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video],135.11029052734375,5.9454,5.4395,0.7069,0.1278,0.3723,0.0921,0.9002,0.9383,triumphant
Jason Mraz - I'm Yours (Official Video) [4K Remaster].mp3,Jason Mraz - I'm Yours (Official Video) [4K Remaster],104.40341186523438,5.1926,5.266,0.5621,0.6674,0.0199,0.6358,0.101,0.6389,sad
Jazzinuf- Mental Acupuncture (MV).mp3,Jazzinuf- Mental Acupuncture (MV),123.78368377685548,4.895,5.0816,0.3812,0.6761,0.0035,0.9855,0.0826,0.9205,sad
Jeg Er Havren.mp3,Jeg Er Havren,73.30451965332031,4.4991,4.2822,0.0321,0.854,0.0053,0.9863,0.0047,0.0631,sad
Jelly Roll - Liar (Official Music Video).mp3,Jelly Roll - Liar (Official Music Video),78.30255889892578,6.0077,5.3139,0.7405,0.422,0.1918,0.237,0.6131,0.8544,hopeful
"Jennifer Lopez, Pitbull - On The Floor.mp3","Jennifer Lopez, Pitbull - On The Floor",89.87771606445312,5.666,5.8601,0.4808,0.1417,0.3018,0.3968,0.5718,0.858,triumphant
Jenny Hval - Blood Flight.mp3,Jenny Hval - Blood Flight,100.34890747070312,4.028,3.8622,0.194,0.7731,0.0468,0.9346,0.0068,0.2602,melancholic
Jenny Hval - How Gentle (official video).mp3,Jenny Hval - How Gentle (official video),113.58173370361328,3.9018,3.4527,0.0322,0.9365,0.0038,0.9765,0.0075,0.1158,melancholic
Jens Lekman - ＂Erica America＂ (Official Video).mp3,Jens Lekman - ＂Erica America＂ (Official Video),79.50720977783203,5.3335,5.2937,0.7623,0.4715,0.0094,0.4474,0.0113,0.5602,romantic_passionate
Jens Lekman - ＂I Know What Love Isn't＂ (Official Video).mp3,Jens Lekman - ＂I Know What Love Isn't＂ (Official Video),85.42097473144531,5.5864,5.9085,0.8852,0.4681,0.0044,0.2996,0.0718,0.8306,romantic_passionate
Jeremy Pelt - Always on My Mind.mp3,Jeremy Pelt - Always on My Mind,93.1165542602539,4.381,3.9111,0.0038,0.9558,0.0067,0.9998,0.0001,0.021,melancholic
"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj.mp3","Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj",103.359375,6.102,5.7258,0.5138,0.1349,0.2332,0.2385,0.8515,0.9376,triumphant
John Legend - All of Me (Official Video).mp3,John Legend - All of Me (Official Video),87.59268951416016,4.2351,4.3405,0.0896,0.977,0.0607,0.9749,0.0055,0.2324,sad
John Newman - Love Me Again.mp3,John Newman - Love Me Again,86.85662078857422,5.9021,5.1008,0.6453,0.2159,0.4715,0.2118,0.5979,0.8592,romantic_passionate
Joji -  Glimpse of Us.mp3,Joji -  Glimpse of Us,78.30255889892578,4.041,3.7335,0.1431,0.9676,0.0008,0.9715,0.0036,0.1898,melancholic
Joji - SLOW DANCING IN THE DARK.mp3,Joji - SLOW DANCING IN THE DARK,122.31878662109376,4.7075,4.734,0.1868,0.5728,0.0552,0.7764,0.1182,0.9651,sad
Joji - Sanctuary (Official Video).mp3,Joji - Sanctuary (Official Video),115.48533630371094,4.8244,4.8201,0.0845,0.5182,0.0612,0.8071,0.319,0.7654,sad
Joker Official Soundtrack ｜ Bathroom Dance - Hildur Guðnadóttir ｜ WaterTower.mp3,Joker Official Soundtrack ｜ Bathroom Dance - Hildur Guðnadóttir ｜ WaterTower,91.46847534179688,3.6489,3.4325,0.0009,0.521,0.0279,0.9994,0.0007,0.2716,melancholic
Jonas Blue - Mama ft. William Singe.mp3,Jonas Blue - Mama ft. William Singe,143.5546875,5.9168,5.7178,0.597,0.1508,0.1264,0.1551,0.8298,0.9794,triumphant
